subject_name,subject_type,relation_type,object_name,object_type
茅屋为秋风所破歌,语文实体,作者,杜甫,语文实体
咏怀古迹（其三）,语文实体,作者,杜甫,语文实体
登高,语文实体,作者,杜甫,语文实体
蜀相,语文实体,作者,杜甫,语文实体
旅夜书怀,语文实体,作者,杜甫,语文实体
秋兴八首 一,语文实体,作者,杜甫,语文实体
杜甫,语文实体,主要作品,《杜工部集》（一生写诗1400多首），名篇“三吏”（《新安吏》《石壕吏》《潼关吏 ..,语文实体
杜甫,语文实体,主要作品,《潼关吏》,语文实体
杜甫,语文实体,主要作品,《垂老别》,语文实体
杜甫,语文实体,主要作品,《无家别》,语文实体
杜甫,语文实体,主要作品,《新婚别》,语文实体
杜甫,语文实体,主要作品,《石壕吏》,语文实体
杜甫,语文实体,主要作品,《新安吏》,语文实体
杜甫,语文实体,主要作品,《春夜喜雨》,语文实体
杜甫,语文实体,主要作品,《春望》,语文实体
杜甫,语文实体,主要作品,《登楼》,语文实体
杜甫,语文实体,主要作品,《茅屋为秋风所破歌》,语文实体
杜甫,语文实体,主要作品,《羌村三首（其三）》,语文实体
杜甫,语文实体,主要作品,《杜工部集》,语文实体
杜甫,语文实体,主要作品,《望岳》,语文实体
元朝的行省制度,历史实体,部分于,元朝,语文实体
元朝在我国历史上的地位,历史实体,相关于,元朝,语文实体
元朝,语文实体,部分于,历史上结束分裂局面、实现统一的封建王朝,历史实体
袁世凯,历史实体,包括,袁世凯剪掉辫子表示“革命”,历史实体
北京大学,历史实体,相关于,京师大学堂,历史实体
京师大学堂,历史实体,相关于,北京大学,历史实体
独立自主的和平外交方针,历史实体,包括,一边倒,历史实体
一边倒,历史实体,相关于,《中苏友好同盟互助条约》,历史实体
凡尔赛体系,历史实体,相关于,巴黎和会,历史实体
国际联盟,历史实体,相关于,巴黎和会,历史实体
中国早期政治制度,历史实体,相关于,嫡长子继承制,历史实体
非攻,历史实体,相关于,春秋战国时期的历史特征,历史实体
非攻,历史实体,相关于,墨家,历史实体
中国古代重要工程,历史实体,包括,都江堰,历史实体
都江堰,历史实体,包含于,由“都江鱼嘴”“飞沙堰”“宝瓶口”等部分组成。,历史实体
《残唐五代史演义传》,语文实体,作者,罗贯中,语文实体
《三遂平妖传》,语文实体,作者,罗贯中,语文实体
《隋唐两朝志传》,语文实体,作者,罗贯中,语文实体
《三国演义》,语文实体,相关于,罗贯中,语文实体
《三国演义》,语文实体,作者,罗贯中,语文实体
罗贯中,语文实体,相关于,《三国演义》,语文实体
罗贯中,语文实体,主要作品,《三遂平妖传》,语文实体
罗贯中,语文实体,主要作品,《隋唐两朝志传》,语文实体
罗贯中,语文实体,主要作品,《残唐五代史演义传》,语文实体
罗贯中,语文实体,主要作品,《三国演义》,语文实体
通过大运河体会中国古代劳动人民的智慧和创造力,历史实体,相关于,大运河,历史实体
中国古代重要工程,历史实体,包括,大运河,历史实体
大运河,历史实体,属于,通过大运河体会中国古代劳动人民的智慧和创造力,历史实体
二月革命,历史实体,相关于,十月革命,政治实体
列宁,历史实体,相关于,十月革命,政治实体
十月革命,政治实体,相关于,《四月提纲》,历史实体
十月革命,政治实体,相关于,二月革命,历史实体
十月革命,政治实体,相关于,七月流血事件,历史实体
十月革命,政治实体,相关于,二月革命,历史实体
二月革命,历史实体,相关于,十月革命,政治实体
隋朝对历史发展的贡献,历史实体,部分于,隋朝,语文实体
隋朝的统一,历史实体,部分于,隋朝,语文实体
隋初的繁盛,历史实体,部分于,隋朝,语文实体
隋朝的建立,历史实体,部分于,隋朝,语文实体
隋朝,语文实体,包括,隋朝的建立,历史实体
隋朝,语文实体,包括,隋初的繁盛,历史实体
隋朝,语文实体,部分于,历史上结束分裂局面、实现统一的封建王朝,历史实体
草船借箭,语文实体,相关人物,诸葛亮,语文实体
《出师表》,语文实体,作者,诸葛亮,语文实体
出师表,语文实体,作者,诸葛亮,语文实体
诸葛亮,语文实体,主要作品,《出师表》,语文实体
十月革命对中国和世界的影响,历史实体,相关于,俄国十月革命,历史实体
俄国十月革命,历史实体,部分于,俄国二月革命和十月革命的比较,历史实体
婆罗门,历史实体,部分于,种姓制度,历史实体
刹帝利,历史实体,部分于,种姓制度,历史实体
古代印度,历史实体,相关于,种姓制度,历史实体
首陀罗,历史实体,部分于,种姓制度,历史实体
吠舍,历史实体,部分于,种姓制度,历史实体
种姓制度,历史实体,包括,婆罗门,历史实体
种姓制度,历史实体,包括,首陀罗,历史实体
种姓制度,历史实体,包括,刹帝利,历史实体
种姓制度,历史实体,相关于,古代印度,历史实体
种姓制度,历史实体,包括,吠舍,历史实体
世界三大农业起源中心,历史实体,包括,东亚,地理实体
我国,地理实体,位于,东亚,地理实体
日本,地理实体,位于,东亚,地理实体
韩国,地理实体,位于,东亚,地理实体
蒙古,地理实体,位于,东亚,地理实体
朝鲜,地理实体,位于,东亚,地理实体
东亚,地理实体,试题限制,西部内陆,地理实体
东亚,地理实体,试题限制,东部沿海,地理实体
东亚,地理实体,部分于,亚洲,地理实体
第二次工业革命,历史实体,包括,汽车,历史实体
汽车,历史实体,部分于,第二次工业革命,历史实体
敦煌莫高窟,历史实体,相关于,龙门石窟,历史实体
云冈石窟,历史实体,相关于,龙门石窟,历史实体
中国古代石窟艺术,历史实体,包括,龙门石窟,历史实体
龙门石窟,历史实体,相关于,敦煌莫高窟,历史实体
龙门石窟,历史实体,相关于,云冈石窟,历史实体
大禹治水,历史实体,相关于,禹,历史实体
禹,历史实体,相关于,大禹治水,历史实体
光武中兴,历史实体,属于,东汉的统治,历史实体
国际法院,地理实体,部分于,联合国,地理实体
联合国大会,地理实体,部分于,联合国,地理实体
秘书处,地理实体,部分于,联合国,地理实体
经济及社会理事会,地理实体,部分于,联合国,地理实体
托管理事会,地理实体,部分于,联合国,地理实体
安全理事会,地理实体,部分于,联合国,地理实体
联合国,地理实体,相关于,《世界人权宣言》,历史实体
联合国,地理实体,相关于,维和行动,历史实体
联合国,地理实体,位于,纽约,地理实体
联合国,地理实体,总部,纽约,地理实体
联合国,地理实体,属于,全球性国际组织,地理实体
印刷术,历史实体,包括,活字印刷术,历史实体
遵义会议是我党历史上一个生死攸关的转折点,历史实体,相关于,遵义会议,历史实体
遵义会议,历史实体,相关于,遵义会议是我党历史上一个生死攸关的转折点,历史实体
“百家争鸣”,历史实体,相关于,思想解放,历史实体
法西斯,历史实体,包括,德国法西斯,历史实体
意大利法西斯,历史实体,相关于,德国法西斯,历史实体
日本法西斯,历史实体,相关于,德国法西斯,历史实体
德国法西斯上台的原因与日本的不同之处,历史实体,相关于,德国法西斯,历史实体
国会纵火案,历史实体,相关于,德国法西斯,历史实体
德国法西斯,历史实体,相关于,日本法西斯,历史实体
德国法西斯,历史实体,相关于,意大利法西斯,历史实体
德国法西斯,历史实体,属于,法西斯,历史实体
秦始皇,政治实体,相关于,郡县制,历史实体
郡县制,历史实体,属于,中央集权制度,历史实体
史实,历史实体,相关于,远古传说和史实的联系与区别,历史实体
工业革命,历史实体,包括,英国工业革命,历史实体
新民主主义革命,历史实体,相关于,旧民主主义革命,历史实体
新、旧民主主义革命,历史实体,包括,旧民主主义革命,历史实体
旧民主主义革命,历史实体,相关于,新民主主义革命,历史实体
《桃花扇》,语文实体,作者,孔尚任,语文实体
南洪北孔,语文实体,包括,孔尚任,语文实体
1861年俄国农奴制改革,历史实体,相关于,村社,历史实体
土地兼并,历史实体,相关于,鱼鳞图册,历史实体
工业革命,历史实体,包括,飞梭,历史实体
约翰·凯伊,历史实体,包括,飞梭,历史实体
飞梭,历史实体,部分于,工业革命,历史实体
飞梭,历史实体,部分于,约翰·凯伊,历史实体
吴广,历史实体,相关于,秦末农民起义,历史实体
吴广,历史实体,相关于,张楚政权,历史实体
太平天国运动,历史实体,包括,洪秀全,历史实体
洪秀全,历史实体,部分于,太平天国运动,历史实体
新航路的开辟,历史实体,包括,哥伦布,历史实体
哥伦布,历史实体,部分于,新航路的开辟,历史实体
菩萨蛮·书江西造口壁,语文实体,作者,辛弃疾,语文实体
《西江月·夜行黄沙道中》,语文实体,作者,辛弃疾,语文实体
《清平乐·村居》,语文实体,作者,辛弃疾,语文实体
《水龙吟·登建康赏心亭》,语文实体,作者,辛弃疾,语文实体
《南乡子·登京口北固亭有怀》,语文实体,作者,辛弃疾,语文实体
《西江月·夜行黄沙道中》,语文实体,作者,辛弃疾,语文实体
《永遇乐·京口北固亭怀古》,语文实体,作者,辛弃疾,语文实体
《清平乐·村居》,语文实体,作者,辛弃疾,语文实体
《破阵子·为陈同甫赋壮词以寄之》,语文实体,作者,辛弃疾,语文实体
宋词,历史实体,相关于,辛弃疾,语文实体
《稼轩长短句》,语文实体,作者,辛弃疾,语文实体
破阵子·为陈同甫赋壮词以寄之,语文实体,作者,辛弃疾,语文实体
济南二安,语文实体,包括,辛弃疾,语文实体
永遇乐·京口北固亭怀古,语文实体,作者,辛弃疾,语文实体
辛弃疾,语文实体,主要作品,《破阵子·为陈同甫赋壮词以寄之》,语文实体
辛弃疾,语文实体,主要作品,《水龙吟·登建康赏心亭》,语文实体
辛弃疾,语文实体,主要作品,《西江月·夜行黄沙道中》,语文实体
辛弃疾,语文实体,主要作品,《永遇乐·京口北固亭怀古》,语文实体
辛弃疾,语文实体,主要作品,《稼轩长短句》,语文实体
辛弃疾,语文实体,主要作品,《清平乐·村居》,语文实体
辛弃疾,语文实体,主要作品,《南乡子·登京口北固亭有怀》,语文实体
草木皆兵,历史实体,相关于,淝水之战,历史实体
中国古代史上以少胜多的著名战役,历史实体,包括,淝水之战,历史实体
儒家,历史实体,包括,荀子,历史实体
“百家争鸣”,历史实体,相关于,荀子,历史实体
荀子,历史实体,相关于,礼法并施,历史实体
荀子,历史实体,部分于,春秋战国诸子百家思想,历史实体
荀子,历史实体,相关于,性恶论,历史实体
